"Age","Country","Edu","Title","CompSize","DSPeople","CompML","Compensation","YOE","RecPL","YOE_ML","DSCourse","PLNo","VisualNo","HardwareNo","CloudPlatformNo","DatabaseNo"
"25-29","Brazil","Bachelor’s degree","Other","1000-9,999 employees","3-4","No (we do not use ML methods)","10,000-14,999","3-5 years","Python","2-3 years",3,2,3,1,0,2
"55-59","United States of America","Doctoral degree","Other","1000-9,999 employees","15-19","No (we do not use ML methods)","10,000-14,999","3-5 years","Python","2-3 years",6,3,2,1,0,0
"25-29","Hungary","Some college/university study without earning a bachelor’s degree","Data Analyst","50-249 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999","3-5 years","Python","1-2 years",5,2,5,1,0,1
"25-29","Belarus","Doctoral degree","Data Scientist","250-999 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","1,000-1,999","5-10 years","C","1-2 years",1,4,3,2,1,1
"22-24","Spain","Master’s degree","Data Analyst","0-49 employees","10-14","We use ML methods for generating insights (but do not put working models into production)","10,000-14,999","3-5 years","R","1-2 years",1,4,1,1,0,0
"22-24","United States of America","Bachelor’s degree","Data Analyst","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","60,000-69,999","1-2 years","SQL","1-2 years",1,3,4,1,0,0
"22-24","India","Master’s degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","5-10 years","Python","5-10 years",7,1,5,2,1,1
"18-21","Canada","Bachelor’s degree","Data Scientist","50-249 employees","20+","We use ML methods for generating insights (but do not put working models into production)","70,000-79,999","3-5 years","R","2-3 years",5,3,3,2,1,2
"25-29","India","Master’s degree","Business Analyst","> 10,000 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999","1-2 years","Python","1-2 years",3,3,2,1,1,2
"40-44","India","Master’s degree","Data Scientist","1000-9,999 employees","20+","We are exploring ML methods (and may one day put a model into production)","40,000-49,999","3-5 years","Python","1-2 years",1,3,3,1,1,2
"35-39","France","Master’s degree","Data Scientist","50-249 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999","3-5 years","Python","2-3 years",2,4,3,2,0,0
"30-34","Other","Doctoral degree","Data Scientist","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","1-2 years","SQL","1-2 years",3,2,2,1,1,2
"30-34","Colombia","Doctoral degree","Research Scientist","250-999 employees","20+","We use ML methods for generating insights (but do not put working models into production)","25,000-29,999","10-20 years","Python","5-10 years",2,2,3,2,0,0
"30-34","Brazil","Bachelor’s degree","Software Engineer","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","< 1 years","Python","< 1 years",1,5,2,2,0,0
"40-44","Germany","Doctoral degree","Research Scientist","50-249 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","5-10 years","Python","1-2 years",3,2,1,2,0,0
"40-44","United States of America","Professional degree","Statistician","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999","10-20 years","Python","5-10 years",6,3,3,2,0,0
"35-39","India","Master’s degree","Data Scientist","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","$0-999","< 1 years","Python","< 1 years",1,1,2,1,0,1
"30-34","India","Professional degree","Business Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999","1-2 years","Python","< 1 years",5,3,3,1,1,2
"50-54","United States of America","Doctoral degree","Research Scientist","> 10,000 employees","0","I do not know","150,000-199,999","20+ years","MATLAB","20+ years",0,1,0,1,0,0
"25-29","United States of America","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","5-10 years","Python","5-10 years",7,4,2,1,1,3
"55-59","India","Master’s degree","Product/Project Manager","50-249 employees","10-14","We are exploring ML methods (and may one day put a model into production)","15,000-19,999","< 1 years","Python","1-2 years",3,2,1,1,2,2
"25-29","India","Master’s degree","Data Scientist","1000-9,999 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","70,000-79,999","3-5 years","Python","2-3 years",2,2,3,1,0,1
"30-34","India","Bachelor’s degree","Software Engineer","250-999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","1-2 years","Python","1-2 years",3,5,2,1,2,1
"50-54","Sweden","Master’s degree","Other","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","5-10 years","Python","10-15 years",0,0,0,1,5,1
"18-21","Nigeria","Bachelor’s degree","Data Scientist","0-49 employees","1-2","No (we do not use ML methods)","2,000-2,999","3-5 years","Python","< 1 years",5,4,2,1,0,0
"45-49","United States of America","Master’s degree","Data Analyst","1000-9,999 employees","1-2","No (we do not use ML methods)","100,000-124,999","10-20 years","Python","< 1 years",2,5,2,1,1,4
"30-34","Canada","Bachelor’s degree","Software Engineer","> 10,000 employees","1-2","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999","10-20 years","Python","2-3 years",1,2,1,1,0,1
"25-29","Norway","Master’s degree","Data Scientist","1000-9,999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","3-5 years","R","< 1 years",3,3,0,1,0,0
"30-34","Other","Master’s degree","Research Scientist","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","15,000-19,999","< 1 years","MATLAB","1-2 years",1,2,1,1,0,0
"25-29","India","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","3,000-3,999","3-5 years","Python","2-3 years",8,6,4,2,0,0
"25-29","Netherlands","Bachelor’s degree","Data Scientist","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999","5-10 years","Python","4-5 years",2,4,3,2,1,1
"30-34","United States of America","Master’s degree","Data Analyst","1000-9,999 employees","20+","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","3-5 years","Python","< 1 years",3,3,2,1,1,5
"35-39","India","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","10-20 years","R","5-10 years",5,2,4,2,1,2
"40-44","Japan","Doctoral degree","Research Scientist","1000-9,999 employees","20+","We use ML methods for generating insights (but do not put working models into production)","5,000-7,499","5-10 years","R","5-10 years",1,2,1,1,0,0
"25-29","Spain","Master’s degree","Data Scientist","1000-9,999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","3-5 years","Python","2-3 years",2,1,2,1,0,0
"45-49","United States of America","Master’s degree","Other","0-49 employees","10-14","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","5-10 years","Python","3-4 years",2,1,3,1,2,2
"30-34","South Africa","Master’s degree","Software Engineer","250-999 employees","3-4","No (we do not use ML methods)","60,000-69,999","5-10 years","Python","5-10 years",3,4,1,2,2,2
"50-54","United States of America","Bachelor’s degree","Software Engineer","1000-9,999 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","20+ years","SQL","< 1 years",0,3,2,1,2,5
"30-34","United States of America","Bachelor’s degree","Data Analyst","0-49 employees","20+","We use ML methods for generating insights (but do not put working models into production)","70,000-79,999","1-2 years","SQL","< 1 years",2,2,0,1,0,0
"60-69","United States of America","Doctoral degree","Other","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","1-2 years","Python","1-2 years",1,1,2,1,1,0
"30-34","Czech Republic","Master’s degree","Other","50-249 employees","5-9","No (we do not use ML methods)","10,000-14,999","3-5 years","SQL","< 1 years",4,2,1,1,0,0
"30-34","Thailand","Master’s degree","Data Scientist","0-49 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999","3-5 years","Python","3-4 years",3,4,3,2,1,3
"30-34","Taiwan","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999","5-10 years","Python","5-10 years",2,2,2,2,1,0
"25-29","Netherlands","Doctoral degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999","5-10 years","Python","5-10 years",4,3,2,2,0,0
"40-44","United Kingdom of Great Britain and Northern Ireland","Doctoral degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","250,000-299,999","10-20 years","Other","4-5 years",1,4,3,2,3,2
"30-34","India","Bachelor’s degree","DBA/Database Engineer","> 10,000 employees","1-2","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","< 1 years","Python","< 1 years",4,5,3,1,0,0
"35-39","South Korea","Master’s degree","Data Scientist","1000-9,999 employees","15-19","We use ML methods for generating insights (but do not put working models into production)","4,000-4,999","5-10 years","Java","5-10 years",1,3,1,2,1,1
"45-49","Turkey","Doctoral degree","Research Scientist","1000-9,999 employees","10-14","No (we do not use ML methods)","50,000-59,999","5-10 years","Python","5-10 years",5,2,2,2,0,2
"45-49","United States of America","Master’s degree","Research Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","10-20 years","Python","10-15 years",1,4,2,1,0,2
"40-44","Indonesia","Bachelor’s degree","Other","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999","20+ years","Python","5-10 years",3,2,2,2,1,2
"22-24","France","Master’s degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","1-2 years","Python","1-2 years",4,2,2,1,1,1
"45-49","United States of America","Master’s degree","Other","1000-9,999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","200,000-249,999","3-5 years","Python","4-5 years",1,1,2,1,1,1
